Source,Target
to these several matters could not fail,be considered as evidence of
h December 29 1843,
he was very unwell and unable,attend
lated,strengthen the idea of a wish on the part of the United States
Government,prolong their action and treat the subject lightly
such an impression was,be regreted that the complaints were not
for saying,him I thought the time sufficient The President replied
he was desirous,examine them fully
me he had not the slightest disposition,evade them but felt a sincere
desire,do full justice
have progressed In regard,the letter of Genl Gains the Secretary
of War showed me the orders of his department,Genl Scott in rela-
tion,it in which he directs the orders
I am told is quite sore upon the subject I have been introduced to ,
I shall not reply,Mr Upshers note at present but await this and
Secretary of State that they have no disposition,ward off these mat-
ters it would perhaps be uncharitable,charge the contrary Yet I
more energetically if they are suffered,pass over until the time
before alluded,In connexion with this subject I saw stated in the
newspaper that Mr Webster had indicated,Genl Almonte that by
furnish an escort,the Santa F6 traders beyond the boimdary of the
United States and that Almonte replied that he had no authority to ,
against all such propositions,that Mexico had no power
belonged,Texas and that any movement of the character alluded
States,interfere with the territory of Texas or the contest of boun-
march,Santa F6. This was denied by the Secretary of War who
assured me that Capt Cook had been expresly ordered not,go beyond
your reply,my communications upon the subject of annexation.
have said,the President as well as Mr Upsher that it matters not
not accede,their proposition imtiU proper satisfaction had been
accorded,us in the several matters of complaint which we have
tion I think will spur them up and force them,an action they
might otherwise be. disposed,evade.
I have been endeavoring,urge upon members of Congress the
[Inclosed is a copy of Upshur,Van Zandt
a Here is omitted a paragraph relative,Van Zandt's salary.
Upshur,Murphy
Upshur,Van Zandt
Van Zandt,Upshur
Upshur,Van Zandt
Van Zandt,Jones
honor,receive your communication of the 13th. ultimo
When I had the honor,enclose you the note of the Hon A. P.
it was impossible,speak with any great degree of certainty of the
been discussed,some extent by most of the political presses of the
afforded,ascertain the individual views of many Senators. I have
endeavoured,avail myself of these and every other means in my
power,in order
guished gentlemen in and out of Congress,reinvestigate and review
tions has determined [me] to withhold,until I can communicate with
b Janoary 16 1844,
e January 17 1844,
of a foreign state or territory,this Union should most properly be
sidered it not only useless but improper,recommend
any action at present in regard,it. The fact that the proposition
State,many of the leading members of both Houses
authorizing the President,enter upon any negociation whatever
or neglected,act. To instruct him
I proceed now,state some of the evidences which impress me
tion neither is,nor will be considered in reference
party measure,but as a great national one
whole Union. The impressions,which exist here in regard
be annexed,this Union
must sooner or later prove dangerous,the institutions and pros-
perity of this country and therefore ought,be resisted. I deem
it unnecessary,capitulate the many reasons that have been urged
here,show that this would be the effect. This subject I believe
every means,accomplish these purposes
In looking,the Senate
the minds of many that Mr. Clay will be elected,the Presidency.
arroused should not be suffered,waste themselves on uncertain
plishment of this great measure,I deem it my duty
matter,your department for the determination of the President.
willingness,be annexed
to annexation,even were a law passed
who would vote for a treaty were it presented but desired,delay
willing,be admitted having already been agreed upon
would thereby be given upon which,frame a bill. Such a bill
imp&gt;ossible,take any action. If this view of the constitutional
a I. e.,a resolutloii intended
tion,but on the other hand she will never force or compel Mexico to
of Mexico,agree
If in resorting,annexation
this coxmtry that will neither permit us,be attacked nor cease its
authority of the President of the United States,to say
ordered,rendezvous upon the borders of Texas
given preliminary,the signing of the treaty
Government of Texas; and that this Government will say,Mexico
our land are suspended,. I should be recreant
again present,you these facts and reflections that they may be
submitted,the President
President I have verbally communicated both,the President of
the United States and Secretary of State,and had intended to
make a communication on the subject,the State Department
imder the circumstances it would be best,do so. The President
looked for here in a few days. I will continue,think of the matter
a view,a reconsideration of the amendments
will be possible,pass it in the original form at present
I have reason,believe that the vote would be stronger for it than
against its ratification was,that owing
possibiUty that Texas might become subject,some other foreign
and the Mississippi was conceded the benefits might enure,others
believe it true,that England is about
in Texas,and these privileges of navigation if granted
might be made the source of annoyance,the United States. That
men are averse,moving in the matter so long as there is a prospect
